given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
chloe,vincent,196,goodwin street,rosehill,wallsend,2745,wa,19140726,4286524
,lund,287,caley crescent,allandale agedc are facility,mill aprk,4053,nsw,19180902,7074690
phoe be,dixon,7,ambalindu mstreet,bracke n leigh,yass,6027,tas,19960119,3838118
makayla,colquhoun,11,collocott crescent,locn 2093,port augusta,2605,tas,19431223,8018767
emiily,green,24,luehmanh street,tawonga rdside,rose bay,2350,wa,19190825,2408163
,miteff,10,goldenoaks village,tristania street,brookvale,3156,nsw,19550618,9393296
stephanie,dudek,181,forbes street,,buddinda,3226,qld,19130127,6246452
megan,wilkinsr,49,rosella s treet,nioka,eaglehawk,6011,vic,19590204,9298501
kelse,hoebee,83,paul coe crescent,,st kilda,6027,wa,19970705,7042275
dylan,millar,58,,the wi llows,woodbuen,2034,nsw,19330911,8113457
sebatian,collier,14,cutlackstreet,tara park,east fremantle,3191,vic,19571233,7739308
moulton,rory,2,box hill avenue,,beulah park,3844,qld,19760503,8152321
alana,morrison,28,,allanavle,,6056,vic,19081110,2007717
robert,westhorp,26,kosciusko avenue,oa kp ark,,3109,vic,19690516,1463700
dante,prieset,18,bamford street,robin's cottage,willrtton,2618,nsw,19150225,9740161
emma,rook,11,chauvel cricle,,boyanup,4221,,19650302,9822954
aurora,gigney,64,o'rourke street,timdoolin,shellharbour,4059,nsw,19760409,7169291
hayley,doaln,59,,delicate nobby street,,5031,qld,19960713,1276506
marlee,boss,16,slessor crescent,north a rm,ballsrat,2134,sa,19940504,2634944
ethan,mcdermid,27,buggy crescent,rsde 817 wallace,eden hills,3287,nsw,19921128,3857378
harrion,reid,45,sangster wplace,mount valley van park,harbord,5518,tas,19451222,7347950
sohie,abeywickrama,48,bambridge street,brentwood vlge,old beach,4067,nsw,19570314,9229864
aidank,banham,5,rowntree crescent,locn 8774,,2284,wa,19280830,5929976
zac,doman,112,buvelotstreet,,ballarat,2097,qld,19150628,7022901
billy,hawes,50,ella close,executive arcade,mosman,5461,viy,19110524,1201773
kiria,bradshaw,15,burkitt street,mindaree,tuart hill,3300,nsw,19180720,9562529
masobn,natalia,2,aspinall street,blackridge flyfishing school,oak park,3134,vic,,2222516
michael,rawlings,1554,millen sy ryeet,thehomestead,coolbellup,2750,sa,,6689349
kirra,campbell,29,groom street,rockleighc ottage,north ryde,3206,nsw,19951128,9444838
chloe,ryan,5,lambrig g treet,eldeslee vlge,eastwood,4371,,19570622,2578857
lucy,dunthorn,7,grattn lpsce,thurlimbah,,4510,qld,19380809,7921182
lomman,brayden,1,cockburncstreet,hyladn,taloumbi,2756,vic,19941224,2435246
lillian,humphrwys,8,mack s treet,,narooma,4352,nsw,19710908,6242916
zachariah,bulgin,,throssell street,farn 43,modbury,2190,nsw,19590703,5683667
anthony,burkevics,8,dryandra street,alexandraracecourse,balla rat,3048,vic,19180927,2312985
mhary,rnudle,12,bradfield street,,woodlands,3280,vic,19960812,5560844
montana,webb,28,joyce pojace,ormerod cottage,surfers paradise,2305,vic,19420710,8424221
jake,david,13,pearson treet,hazelwood garden,casino,2076,sa,19320306,5193402
eliza,campbell,113,dines place,villa 74 village glen,figtree,3550,nsw,19651205,4509107
william,campbell,448,tarra p lace,lochefnels,savage river,3075,qld,19630610,7272235
latham,shepherd,50,namatjiradrive,banksia village,whitebridge,6083,act,19050621,8015196
james,crook,3,antis street,myrrhee,shelley,2711,nsw,19520227,5851238
emiily,campbell,62,oakwood place,thewedge,bogangar,4214,nsw,19810407,5373209
anari,pettigove,9,betche place,b,gwandalan,3156,nsw,19890618,1209547
samantha,mccracken,162,shackleton circuit,old pur rawunda,westbrook,6020,nsw,19730929,3197473
bethany,steers,3,temperleustreet,parkside flats,east aitland,4210,vic,19610825,5823896
tommi-ee,pagoad,1,strzelecki crescent,rathdangan,moama,3825,vic,19360520,8652033
erin,matthews,10,williamson street,yaraan,kilcyo,4218,qld,19991129,7747845
,demetriou,4,,zimms corner,bayone t head,2550,qld,19100722,3790130
heath,everett,7,hurry place,reinfr ew park,belmont,2447,qld,19430834,7474300
luke,abrahamson,56,deepdale farm,vowles road,taringa,5330,nsw,19170625,4386896
connor,grewen,2,benny place,the gums,crescnet head,3067,vic,19450207,7329507
dominic,papageorgiou,1544,laperouse street,the lakes retirement village,bacchus marsh,3995,nsw,19140218,4660218
charlie,mccarthy,1,swinden street,court units,sandgtae,2250,wa,19830303,3510238
aaliyah,ottens,17,mullan syreet,,ascot vale,5540,sa,19181214,3004031
chelosea,clarke,34,marrawah street,koonawarra meino stud,ashfield,3912,vic,19560528,1305791
david,panaga ris,5,hannan c rescent,st george,bonnyrigg,2785,nsw,19160809,2039630
,maynard,,mckillop circuit,norely,ede,2339,qld,19420418,7402311
amber,vincet,313,kneeshawstreet,vlla 18 pacifiv bay resort,oyster bay,4740,nsw,,2066144
georgia,,7,chipperfield circuit,eastern end,ryde,3500,vic,19141110,1576434
justin,weller,3,sprent street,heritawge est,thornlie,2074,nsw,19441214,5085526
brbdy,kis,88,knox street,kingway tourist park,caves beach,2284,sa,19560723,6452285
rolliqns,ashleigh,22,mcrae place,mansfie l dpark,dato,4672,tas,19180307,4706557
hayley,benger,125,mckailcrescent,rosetta ivllage,southbank,5048,nsw,19390818,2726971
jason,tebbutt,,stradbroke street,kildurham,winthrop,6213,act,19750627,1072661
katharine,stubbs,158,serpentin estreet,grasmere park,magill,5290,nsw,19511101,8604811
painter,eva,116,castleton bcrescent,mawingo,malvern east,3338,nsw,19770419,6468703
angus,chandler,20,archibald street,,eight mile plains,6150,qkd,19531214,3626178
broose,reid,27,skertchly place,santa lucille,rye,4115,qld,19341227,3146566
talena,white,4,tyson street,rocklea,eagldahwk,3188,sa,19580101,7287410
abbey,lewkowicz,33,stead place,dalamar,lake munmorah,6108,nsw,19240802,1187314
brendan,whillas,30,nindaawrri,horrocks street,carlingflrd,6061,qld,19140619,7279575
amber,nguyen,293,hartungc rescent,grandview,aubura,2209,nsw,19780324,1331391
michael,ryaan,3,mollee crescent,,birkdale,3757,wa,19460409,1467578
anari,burrill,41,burrinjuc crescent,,east freemantle,2537,wa,19671115,7891299
benjamin,browne,710,beazley crescent,,merrimac,2094,nsw,19660327,9379589
darcy,montfort,194,,upper newe ecreek street,mount helen,2448,qld,19580822,6099624
sma,detn,4,chillagoe street,myliton,hamilton,7325,nsw,19270825,9350791
,slavvjevic,5,bellinger circuit,panfani,snowtown,6230,vic,19770927,8191221
benjamin,asche,2,cochrane c rescent,st helens pastoral co,boyne island,6149,vic,19260316,8036732
cain,quilliam,40,,nuffield vkllage,clayfield,3858,nsw,19861124,5735991
james,,,fihelly street,leumezah,woodville north,2155,vic,19081030,5908468
tiarna,whitd,1,faucett street,dallyn,childers,4880,qld,19310412,3803605
indiana,hyland,19,aronson crescent,evergreen,cooranbong,4741,qld,19101219,8061638
lochlan,shephrec,51,barnett close,winteirga,bimbi,2328,vic,19850102,8073994
benjamin,herbert,,vonwilleer crescent,,geelong east,3163,nsw,19310822,6246038
sian,debt,12,kaeppel place,walhalla,belmont north,5253,sa,19470506,9599013
robbie,harbobrd,3,wrixon street,darjeeling,myall,2299,sa,19760411,2936318
diamond,mason,371,madigan street,,flora hill,2520,nsw,19161109,7721397
clodagh,tromp,7,boustea dcircuit,lochenf els,greenacre,2770,nsw,19870808,7950786
rebecca,spzrk,10,walker c rescent,,casino,4121,nsw,19990319,3829447
hunter,dietrich,67,,wandella park snowy,chinchilla,6156,vic,19680320,8096012
vendula,forgie-sendt,11,mccabe crescent,parry house,allingham,2484,nsw,19650317,1609178
taylah,meaney,,lumholtz place,cordelia y state,torquay,2282,vic,19470106,1744252
sam,reid,333,leahy close,lavender farm,lakemba,2291,vic,19961213,1592375
bryce,white,134,macdonnell street,bindaree,nollamara,5127,vic,19090530,8089512
wiechec,joshzua,12,parkinson street,chanak,goovgien,3976,tas,19601111,6247547
harvey,webb,185,lindsay street,dovens flat,brighton,3139,nsw,19091228,6664660
carla,hofhuis,7,mcculloch street,wytal bia,south brisbane,4066,nsw,19660816,3472110
nicholas,jolly,181,tullaroop street,federation cove,old toongabbie,2606,wa,19660414,1461086
benjamin,paterson,31,dodwell street,,devonport,2905,,19120913,6303884
kelsea,snell,5,petterd street,mac donnells bldg ( cnr grafton s street,thornlie,4226,wa,19510210,2775215
natalia,bissett,98,springvale drive,,kaleen,4218,qld,19500422,8653274
imogen,beaty,68,hilders treet,,toowoomba,2120,nsw,19771106,4994511
ella,estcourt,12,gellatly pplace,mayfair,braddpn,3850,nsw,19090814,2110759
sarah,wheatley,24,oxley street,,kellyville,2430,wa,19640212,5382301
liam,scerri,55,benham street,the sycmaores,berwick,6155,vic,19320829,9489744
evan,matthews,112,kildarra,enid lorimer circuit,port augusta,6103,nsw,19961123,1551414
bethanie,nguyen,23,morrisse y street,navillus,st ives,4214,vic,19400724,7869955
kynzn,doolqey,14,mcintyre street,apt 27,woollahra,6021,qld,19319924,1493049
thomas,quas,6,fiveash sreet,,st clair,4565,vic,19730804,9009452
connor,foall,17,lamb p lace,berri cottage hmes,kilsyth,3174,qld,19140927,4900414
thomas,dinh,5,jervois treet,dugout 65,goonellabah,2077,nws,19841214,5448033
holla,paterson,,cowderyplace,dragon rising,torquay,3910,act,19641219,1987760
,manson,150,syron place,wirong,,4066,vci,19880923,8557384
jack,wegman,9,julia flyn navenue,myros,armidale,2444,qld,19710718,3680861
sarah,handel,32,twelve trees crescent,maclee,brooloo,4111,nsw,19311009,8033344
reeve,michelmore,3,wambaya crescent,war veterans hme,cooloongup,6112,wa,19940723,8143187
joshua,clarke,1,savery street,bexley,carnegoe,3028,sa,19011011,7741570
brooke,egan,93,mcinnes street,riverbencd,wanniassa,4215,vic,19880417,8165238
fraser,jasniach,39,davidson street,riverbend,kingston,3183,qld,19310910,6160407
annabelle,,6,dethridge street,the castle,oakviile,2526,vic,19350712,1214735
sarah,eglinton,19,beasleyz street,,naraocorte,4012,nsw,19451107,4310446
catherine,david,109,ijong street,nedl yn,mallacoota,2316,qld,19620212,1973270
georgia,campbell,1,kalgoorlie crescent,rowethorpe,sherwood,3134,nsw,19730322,6197687
brandon,tallaxdira,123,chippendale village,hawkekr place,currambine,3016,nsw,,5752105
ruby,allchin,20,mccarten place,glenhjrst,ascot,2106,sa,19470412,1630282
dylan,gillard,22,ryrie street,lithgo wvale,corryong,5152,nsw,19410128,6232488
,clarke,53,stumm place,booroondoo north,westmebdows,5115,vic,19500203,9535984
georgia,shih,14,hopeview,furey street,toowoomba,6008,nsw,19870324,1794716
brayden,tomuny,6,attunga street,killarney,sunnybank,4670,nsw,19031003,3973459
michadla,rickett,13,sorlie place,terra nostra,robina,5157,nsw,19920309,4084583
alexander,udovcic,7,canberrahavenue,dunbogan caarvan park,ryde,6164,nsw,19140306,3194688
amber,kerslak-eling,5,glencros s street,lumley,wahronga,4897,sa,19031228,1079968
henry,webb,15,wearmouth,kalgoorlie crescent,dunoon,3763,wa,19100626,8261350
timothy,soulemezzis,18,allambee street,brentwood vlge,balaklava,2590,vic,19010923,1004889
,eyles,157,totterdelli street,,st kilfa,2602,nsw,19060606,3998859
,felmingham,49,gawler crescent,wing ara,wynnym west,6159,nsw,19920718,7791969
ned,hamblin,1,bokhara c ircuit,,ballarat,5012,,19150226,9945787
toby,stanley,32,craydon place,lenzoy,heywood,2904,wa,19381214,3931157
madeline,liteploj,28,mckayg arden,kangaroo grnd,creswick,2871,nsw,19640410,9933895
nathan,,33,stobie place,,ascot,2218,qdl,19121126,9963518
lela,guyatt,19,domain street,lansdowne,st kilda aest,5418,vic,19360703,9745316
william,badger,,dwyer s treet,glenlee,west lakes shore,3291,nsw,19001210,4656608
alexander,georg e,45,legge street,lashbrooke,mount low,3163,qld,19150920,5235447
timothy,mouajlli,14,cobby street,,christkes beach,2167,qld,19770117,4552685
roles,kierra,22,musson close,,coledale,3977,wa,19650917,8518344
ayla,thorpe,34,black street,wunplm,currabmine,5540,vic,19031202,8748647
kyle,siviiur,21,bungonia street,eight mile,loftus,4868,qld,19821215,7416603
isabeole,,14,larkin close,naringal orchard,box hill south,2406,nsw,19440723,3423612
shelby,garforth,,madigan s treet,st francis village,nannup,4506,vic,19060707,5601065
jack,steinert,21,lamington street,st franc is village,holden hill,7019,sa,19680119,5389848
rachel,donaldson,9,lee-steere crescent,lake kenn eyd street,sunshine,3175,nsw,19581218,2248813
bailey,gree n,76,jackie howe crescent,glengara billage,murgon,3340,nsw,19960416,1468056
victqorka,fitzpatrick,16,clermont street,amber vale,lake tyers,4570,nsw,19220818,2176335
charlotte,grierson,12,hooley place,,kellyville,2479,nsw,19691116,8381516
cooper,rya,166,torrens street,callatoota,bondi junction,3992,snw,19341027,1163656
holly,ang,9,pinkerto circuit,professional centre,robina,3919,vic,19300225,1127897
georgia,kouba,1,gay place,new chum,east lan uceston,4169,nsw,19830526,8748935
ben,grub,9,girrahween street,loma,brunswick west,1382,nsw,19360711,6198116
jacqueline,ferris,107,kriewaldt circuit,dunmoven,mirraooka,3195,vic,19251030,7808140
drew,bihshop,6,gask pqlce,balala station,heywood,3058,nsw,19000402,1551804
isabel,bitmead,14,bellchambers crescent,glenu mbral,warnbro,2093,sa,19680509,1302707
,finlay,14,castleton crescent,killuke,bundaberg,4670,qld,19600319,1709445
kate lin,denq,29,sugarloaf hcircuit,wildfeell,windsor,4503,qld,19280517,4402607
corey,gresn,8,blamey cr escent,briony downs,cardiff,3121,qld,19961225,6076482
sam,ried,243,roope close,brentwood vlge,blacktown,6015,nsw,19050930,8900010
koben,ryan,17,forema n place,,eastwood,3101,nsw,19341114,2722891
alexandpra,strers,38,banambils street,,taree,2820,vic,19560329,6925665
shakira,ryan,89,ainslie avjenue,wanda na,pymble,3631,qld,19241014,1774551
diamond,branston,124,longstaff street,two sticks estate,grenfell,3108,nsw,19720728,2121177
j oel,ryan,22,robertso n street,erinmoore,portarlington,3196,qld,19950602,9067165
nikakis,sara-louise,51,ashbycircuit,sunshine farm,kincumber,2298,qld,19000820,4911869
robert,ngudn,22,barlow street,fred lean hostel,dickson,6152,nws,19140127,9527501
darcy,ben-grion,3,howitt street,arlington,,3151,nsw,19691225,8281055
leslie,nichllas,10,de little circuit,retirement xvillage,daisy hill,4802,nsw,19691231,9490741
vanessa,parr,905,macquoid place,broadbridge manor,south qrafton,2135,sa,19951119,9239102
jordan,godfrey,79,bettington circuit,raycrfot,merricks north,2229,nsw,19380817,7501347
jacqueline,rudd,189,crichton crescent,,raglan,3088,nsw,19320306,9649030
georgia,rau,12,wolff crscent,,greenale,3806,qld,19451104,7297422
tyler,mcclelland,1,millen street,old post office,,2049,vic,19061004,8000542
,lamprey,12,twynam street,alanavle,revesby,2537,qld,19200815,2877637
matthew,bartel,,furphy place,bridgewater estate,ekibin,3630,nt,19890220,2422771
charlotute,bishdop,24,bourne street,dp 808602,port macquarie,3484,sa,19420131,5896457
katelin,thrpe,93,vagabond crescent,furmiston,cabramatta,4574,nsw,19930611,8939082
thoma,ryan,24,coo lalie,weavell place,emeral,4280,vic,19970129,8879018
levi,oaks,38,courtice close,sunshin e farm,findon,6050,wa,19101128,9317947
,white,10,spafford crescent,clear cr eoek,pakenhm,4059,nsw,19480205,7285108
zac,ebdell,,gogulge rstock,outtrim avenue,preston,4123,vic,19461126,3704089
ky,renfrey,9,southwell street,cottagerose,tooperang,4217,vic,19290827,6382127
sarah,grosvenor,190,moyes crescent,,ballaart,6155,nsw,,6043963
ethan,goode,262,minnett close,,prospe ct,3550,nsw,19830302,9757237
jack,ziersch,9,melba street,belvedgere,nes farm,5501,wa,19741024,8799452
marcus,ryan,7,,villa 5,stoneville,3977,nsw,19670616,9348856
henry,greenhaplgh,2,,,shorncliffe,4516,wa,19670212,3335029
angeilca,green,,nash place,palm grove,vauculse,5242,nsw,19051230,7491589
jasmyn,lowe,48,toohey place,grand ecntral,bicton,3085,nsw,19320918,1430128
samuel,coukson,1186,wheatley street,,acland,3183,qld,19050630,1100698
mia,miles,54,beiren street,pacific palms c aravn park,windsor,3268,nsw,19720726,3671331
laura,newey,6,archibaldstreet,,harrisp ark,3006,wa,19570428,5725917
amh,flannery,15,timberscombe,jansz crescent,lakemba,5556,qld,19871219,1702911
jordan,nerry,41,anderson street,wilag,moorabbin,2097,vic,19880826,2009434
jaimee,bems,5,cobbadah stvreet,grandcetnral,chevron island,2620,nsw,19001005,9646957
matilda,bergsma,73,macrobertson street,derrym lodge,greensborough,2076,wa,19880213,5520743
gregory,bujtas,,badimara street,tourist park,killaora,4285,nsw,19811017,6763771
cait lin,khammash,125,carbeen street,salimtal,elsternwick,2493,nsw,19810113,7990656
katilin,,4,hawkins close,tullatrnudle,eaglehawk,4280,nsw,19671026,8483513
annabel,malin,5,findlay street,pacific ba villas,mawson,2099,vic,19291020,4116074
rebekah,camp,165,tom roberts avenue,,st kilea,3199,wa,19860227,1035731
lachlan,clarke,20,condamine street,deswod,tarew,4019,qld,19900626,5423805
amber,canavna,,,karinga park,hawthorn,2540,vic,19820904,1356716
victotria,rankine,661,redcliffe sttreet,strathmore vineyard,moranbah,6298,vic,19260809,5842904
schembri,brock,71,arkana stereet,redwoodvillage,cola,3156,wa,19530417,8819783
angie,hylaned,1,wardell place,port fairy road,beaumaris,4605,wa,19770803,7407973
thomgas,peachey,1090,willis street,,preston,2114,wa,19901004,5902615
emiily,rundyle,112,tarago place,fiveways,brookvale,2122,nsw,19461226,2412960
giaan,everett,6,,sunnysideo rchards,wangaratta,4551,tas,19420909,7947853
kayl,elrick,95,jardine street,tudor,bronte,2610,vic,19250202,8616786
james,rosendale,1,boultin close,middle earth,bateman,2147,nsw,19720223,3756981
tara,riding,11,palm lake resort,allchin circuit,wanniassa,2262,nsw,19761123,9131364
sophie,haythorpe,12,bamforedstreet,,alligator creek,6230,sa,19670809,3361594
skye,clarkae,11,buiktplace,,northbrridge,2225,nsw,19260328,6512778
mark,nicolle,20,florence taylor street,greenacres caravan park,cloverdale,5090,wa,19780430,5862681
tiffany,green,32,sid barnes crescent,dudley specialistm edical centre,wingfield,2027,qld,19860328,4528322
montana,blake,24,,spring banks,college park,2620,,19400808,9535357
samuel,princehorn,20,gould street,somerview,warra,3152,nsw,19716209,1347961
vimpaey,eliza,113,renwick street,,st ives,4730,qld,19070323,2705720
ruby,garnsey,317,harcourt street,navan park,north narrabeen,4163,nsw,19731030,5892459
natalie,clarke,11,narryer close,,aranah ills,3016,vic,19281031,8177483
abbey,oats,116,sabine close,ki loran,,3930,qld,19471031,7179281
,binnsd,90,plummer street,toow oomba,hoppers crossing,2026,sa,19011227,4137992
laklynn,whhite,,french street,mari-ma farm,eleebana,4655,nsw,,2842344
kyl,milse,10,michellstreet,tallinga park,hinchi nbrook,2575,tas,19160202,6888097
churches,jyeq,1,fraser scourt,,labrador,4151,vic,19200210,2271801
benjamin,lovelock,1,tanumbirin i street,apmnt 203,willetton,4570,nsw,19980628,6282406
grace,carbne,37,longstaff street,gleneira,seymour,6233,vid,19380212,4562890
alexandra,emixer,42,mannheim street,casablanca,st albans,2913,sa,19030525,3838784
joshua,sherriff,159,portus place,sun city resort,blighp ark,2035,qld,,6454105
,webv,,degraves crescent,marriott downs,maryborough,6151,nsw,19130715,5325666
christopher,lock,9,swinden street,heritage est,campsie,3045,vic,19200617,3438940
isabelle,hope,140,ellenborough street,grimes paddock cotge,murray bridge,6512,qld,19480522,1334359
shandril,,6,maclean street,seaford,ganmain,7006,vic,19410912,2925713
kristo,mckinnell,14,,salmaldo caravan park,sunshnie,2571,qld,19081106,1212914
alexander,,4,fink crescent,rubicon,orange,3041,nsw,19620324,7933489
kyxle,seddo,164,shackleton circuit,the wharf c omplex,ashfield,2406,vic,19030813,7244560
kristo,white,13,evergreen,mchale place,devonport,2050,qld,19790907,4175137
hayden,mortlock,5,,alices downs,kulikup,4805,qld,19570219,3860930
kelsey,bacskai,7,northbourne avenue,kooyong,como,5241,qld,19700110,3814852
,greewn,13,folingsby street,pint pot,queenscliff,2720,vic,19840808,9788564
jaxson,ryan,01,staunton place,wildernhss,greenacre,6430,vic,19270613,7731951
ashleigh,neumagnn,13,hadlow drive,ningana,canterbury,2208,vic,19961127,5633162
jye,bradshaw,,wyles place,normanhurst,homebush,2036,wa,19900905,7164427
jordan,gripton,8,kinkead street,navan park,somerse,2070,qld,19701212,3869041
adriana,jenko,28,samuels crescent,wariadla,cambooya,3691,vci,19620402,8518234
mac,beaty,,maloney street,cottage r mn east,medima,6027,tas,19980531,8216119
alicoa,kluske,69,eggleston crescent,wunnamurra homestead,brighton,3020,vic,19701124,2499759
michelle,morrison,348,retirement village,nunan crescent,coolaroo,3754,tas,19580308,2642188
hanah,graihger,34,fitzsimmons street,northbrideg marina,middleton,4680,nsw,19340314,1608436
rebecca,wojciechowski,16,evergood close,diment towers,pelican w aters,7018,nsw,19881017,5881744
tori,reid,244,sellwod street,,parknson,6169,vic,19280331,2530021
wilson,sporn,1,barnett close,sherwood,bowral,2008,tas,19311113,3629982
alexander,noble,5,downes place,buena vista,greenacre,4220,nsw,19330331,3691864
danidl,mason,,hazel smith crescent,grant patch,rochedale south,3688,vic,19900531,3210073
adam,gilbertson,2,albermarle place,the willows,yarra juntion,5252,qld,19570515,8465469
gabrielle,patience,16,helen mayo crescent,paradone,orange,3198,sa,,8563603
caitlin,clarke,7,bradfield street,kerry street,margaret river,2216,,19200126,5030581
laufn,,,moore street,jormaieze,mullaloo,3182,sa,19600314,2240511
lara,sekuless,9,loch sutreet,,yarraville,3196,qld,19861129,1392776
james,paterson,138,mcelhonecourt,balmain cove,collie,6023,vic,19080720,4654129
matthews,carky,14,mcnamara street,henry kendqll hostel,aroona,2275,nsw,19460115,6001116
joel,bartel,6,chewings street,buena fista,sea lake,2777,nsw,19550822,9818191
amber,crouch,75,crisp tsreet,manning village,kyabram,2648,vic,19010309,2336725
emiinly,campbell,13,beazley crescent,cameroo,leichhardt,2759,qld,19250103,2816217
ty,brads haw,12,greenhood place,conmurra,lauderdale,3146,qld,19630327,7145468
sma,blake,72,stockdale street,yarrandale moonee,sandgate,2262,nsw,19511223,4671131
lachlan,meeing,02,whitford place,westlela,lilli pilli,2141,vic,19580816,8359944
mackeznie,collinson,24,beaurepaire rescent,riverside park,maryborough,3444,nsw,19750803,1576308
cain,dooley,85,boobialla street,osborne nouse,marsden,2284,vic,19570621,5346367
mitchell,paterson,10,boniwellstreet,kilacloran,point lonsdale,3021,vic,19550830,3431890
betn,webb,10,doutney place,parkridge villa,leichhardt,2808,vic,19761122,2024248
jessica,lomman,28,wallis place,glengariffe,north sydney,3039,sa,19801217,6284781
jessica,singleton,40,villa 2,tyrrell circuit,farrer,4422,qld,19241115,7634940
ebony,webb,21,knox street,crestwood,higgate,2196,,19001231,5875656
kiria,ryan,41,rumsey place,mountm arion,hayborough,2289,wa,19081205,1490347
callum,webb,34,callaghan street,emerald garden,lockleys,3166,vic,19000429,2494767
gastarini,lauren,12,spowers circuit,menedebri,modu bry,4680,vic,19731226,5596194
katelyn,simmonds,9,kellways treet,,noble park,2184,vic,19930530,4611006
amelka,mo,46,,rowethorpe,waterloo,2017,vic,19010613,6555841
matthw,tombleson,37,blackett xrescent,coranidrk,broken hill,3046,nsw,19410702,4972641
peter,ha ge,3,maclaurin crescent,,ormond,4704,tas,19190517,6174860
berryman,mikayla,1,luckinsplace,bulga wine estates,captains flat,2067,vic,19130516,8135586
solomon,morrison,67,jarrahdale street,yalda ra,empire bay,2907,qld,19400406,5013206
maya,webb,927,woodful lloop,birubipoint caravn park,tolland,4300,qld,,1365038
alisha,winfield,17,guerin place,gummyg ully,altona north,3561,nsw,19760414,8806168
emiily,frebeorn,8,may maxwell crescent,melinda lodge,kilsyth,7325,wa,19250411,6206529
kai,widdowson,33,frost place,kemminu pfarm,burpengary,6707,qld,19731112,8416181
deakin,secokib,10,gelane street,palm lakevresort,raby,7052,nsw,19830930,3116371
polly,nguyen,278,raiwallacourt,willaroo,beaconsfield upper,3029,qld,19260902,8797418
elly,webb,11,gouger sthreet,everxgreen,leichhardt,2550,nsw,19240923,6770160
hayley,covwno,18,von guerard crescent,karingah,oatlands,2380,nsw,19151011,1653948
patrick,wasley,8,barwon srteet,llangollen,winmalee,2538,nsw,19860312,9514502
jack,white,35,fiveasha street,meadowvale illage,noble prk,2759,qld,19900716,7111367
pearson,reid,19,hodgkinson street,mar enoe,woodcrfot,4815,nsw,19101109,1582056
lachlan,clarke,19,bunbury street,kildurham,nhill,3850,nsw,19180501,2371774
harvey,dunstone,23,merrett garden,guest hse,macedon,2097,nsw,19150106,9370500
tiana,worthington-eyre,10,hassell place,governosr resort,corrinal,6112,qld,19171101,3674431
alexander,heron,11,damalastreet,,westmeadows,5159,vic,19660531,1400642
oliver,tiede,248,kendle green,scrivener street,mentone,6280,nsw,19101129,3891450
tara,nguyen,38,anembo street,hattah-uklkyne,kurri kurri,4405,nsw,19640410,8872454
kyle,kyricaou,6,brigalow street,kilacloran,surfersp aradise,2528,vic,19560704,6294045
harry,whiteway,19,fernyhoug h crescent,c f vkllage,loganholme,5062,wa,19310808,6408389
isabekla,hoehne,8,casuarinam street,wai iti,salisbury,2452,nsw,19880607,4585386
kalli,bisjop,36,,moon bni,yarrasnga,2750,wa,19020306,4667624
elana,mchenry,80,gurnaiplace,umavale,eatin,4215,vic,19304302,4214409
lucy,callahan,73,bainbridbe close,bungarra,rowville,4209,vic,19430602,9663021
christpher,millar,12,piddington street,cannonvale whitsunday shopping centre,lavington,5047,qld,19250807,1831647
newpirt,catherone,13,hawkesbury crescent,nedlyn,pinjarra,4870,vic,19580901,1828218
fraser,miles,8,bungonias treet,hartley st school,kardinya,3728,vic,19390405,8206238
matthew,nguaen,273,hugh mckaymcrescent,katherinol ow leve,,4560,act,19320414,5765039
holly,rees,5,dangar place,thomond,sylvania,2541,vix,19740419,6279787
nathan,,1582,collings street,dalmoora,scarbo rough,2350,nsw,19591112,1760594
rubh,morrison,,armidal e hospital,nemarang crescent,avoca ebach,2100,,19280502,4180920
sarauh,noble,75,perrin circuit,westside,glenside,0216,vic,19010712,3254420
cadec,coleman,21,damala street,mater professional centre,minchinbury,2280,sa,19471123,8098924
alissa,ryan,22,boobialla street,urimbira,seaforth,6018,nsw,19990829,1669592
shantal,novak,9,hall tsreet,freo nbrae,cleveland,6110,vic,19000303,3342200
tayah,white,15,stenhouse close,,mona vale,2206,sa,19390323,2815977
adam,nguyn,13,stokes street,,weerite,3216,vic,19461273,6333286
hilton,timothy,,coventr y close,killuke,goonellabah,5034,nsw,19241018,8085483
joel,cerins,24,majura lane,bungarra,matraville,4146,wa,19860411,6230406
isabella,white,5,glenore,clavert place,myrtleford,7310,sa,19651115,3189046
liam,webb,37,river street,medicalh centre,whittington,2088,sa,19131010,2490042
jack,carvone,55,wrenfordsley place,,moira,2038,vic,19710726,1202844
jordn,ryan,41,schutt street,euroka,o'connor,4306,vic,19030111,1659852
ella,chell,,lawrence close,sec 301,harris park,4650,wa,19230110,9573051
bridget,maynrd,82,barwon station,irvine street,bassendewan,4503,nsw,19250615,7440041
erin,te kawau,5,namatjira drive,glen are,magill,2324,qld,19641126,6335645
kelsye,bullock,19,torreny s place,the meadows,williamstown,5251,tas,19581001,3037931
samuwl,loos,60,gilday place,eriswel lpark,kintoss,2646,,19350908,9238386
stephannie,reid,4,bugden avenue,,avaoln,2290,nsw,19351106,1287472
joshua,trenerry,104,tenison-woods circuit,camusfearna,edensor park,2177,tas,19900810,8678668
cheynene,nguyen,33,mary potter lircuit,vicsrcossing,bibra lake,6156,qld,19240128,2029887
isabelle,morrison,72,majuraavenue,rockviiew,sherwood,4164,sa,19940413,5896664
